,MONTH,PRED,DEP_ENT,NET_SALES
541,2024-10-01,5747.2660406657305,WARRANTY,
542,2024-11-01,5900.818184353434,WARRANTY,
543,2024-12-01,5953.715576034288,WARRANTY,
544,2023-09-01,190999.41249117008,XL,85096.44
545,2023-10-01,390993.99668894353,XL,
546,2023-11-01,199911.39745875882,XL,
547,2023-12-01,355957.4304406668,XL,
548,2024-01-01,224462.40346135318,XL,
549,2024-02-01,368315.81553407153,XL,
550,2024-03-01,221971.02581271113,XL,
551,2024-04-01,358646.8956540998,XL,
552,2024-05-01,206843.77218445946,XL,
553,2024-06-01,362183.5870191609,XL,
554,2024-07-01,210916.2815475037,XL,
555,2024-08-01,365548.65243621095,XL,
556,2024-09-01,206782.13323966737,XL,
557,2024-10-01,359618.37435151666,XL,
558,2024-11-01,205130.95592189595,XL,
559,2024-12-01,360757.23354689573,XL,
